,status,company,date,location,outcome,details,price
11,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
12,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
13,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
14,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
15,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
16,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
17,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
18,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
19,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
20,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
21,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
22,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
23,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
24,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
25,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
26,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
27,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
28,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
29,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
30,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
31,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
32,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
33,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
34,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
35,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
36,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
37,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
38,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
39,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
40,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
41,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
42,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
43,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
44,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
45,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
46,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
47,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
48,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
49,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
50,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
51,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
52,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
53,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
54,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
55,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
56,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
57,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
58,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
59,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
60,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
61,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
62,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
63,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
64,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
65,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
66,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
67,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
68,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
69,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
70,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
71,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
72,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
73,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
74,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
75,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
76,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
77,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
78,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
79,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
80,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
81,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
82,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
83,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
84,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
85,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
86,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
87,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
88,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
89,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
90,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
91,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
92,Retired,RVSN USSR,"Sat Dec 27, 1975 4:22 AM CST","Site 43/3, Plesetsk Cosmodrome, Russia",Success,The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.,Unknown
93,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
94,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
95,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
96,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
97,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
98,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
99,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
100,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
101,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
102,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
103,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
104,Retired,RVSN USSR,"Fri Dec 27, 1974 3:10 AM CST","Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,Zenit was a series of military photoreconnaissance satellites launched by the Soviet Union between 1961 and 1994.,Unknown
